region,country,Location code,ISO3 Alpha-code,ISO2 Alpha-code,Year,"Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)",Institutionalized Democracy,Institutionalized Autocracy,Combined Polity Score,electoral democracy index,liberal democracy index,participatory democracy index,deliberative democracy index,egalitarian democracy index,Corruption Perception Index Score,EFW Overall Score,EFW 1. Size of Government,EFW 2. Legal System and Property Rights,EFW 3. Sound Money,EFW 4. Freedom to Trade Internationally,EFW 5. Regulation,WJP Overall Score: Rule of Law Index,WJP1. Constraints on Government Powers,WJP2. Absence of Corruption,WJP3. Open Government ,WJP4. Fundamental Rights,WJP5. Order and Security,WJP6. Regulatory Enforcement,WJP7. Civil Justice,WJP8. Criminal Justice,HDI,WGI PCA Score,WGI1_Accountability,WGI2_PoliticalStability,WGI3_GovtEffectiveness,WGI4_Regulatory,WGI5_RuleOfLaw,WGI6_ControlCorruption,Freedom House Index,Freedom Status,"GDP per Capita, PPP(Constant 2011)",E-Government Development Index,E-Participation Index,Public employment (total public sector)
South Asia,Sri Lanka,144,LKA,LK,2010,20879 ,10168 ,10711 ,333 ,95 ,4.00 ,1.00 ,3.00 ,0.42 ,0.25 ,0.22 ,0.23 ,0.31 ,NoData,6.45 ,7.60 ,4.73 ,6.44 ,6.85 ,6.66 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.74 ,-0.41 ,-0.51 ,-0.94 ,-0.20 ,-0.25 ,-0.12 ,-0.42 ,NoData,NoData,8946.92 ,0.40 ,0.14 ,NoData
South Asia,Sri Lanka,144,LKA,LK,2011,21009 ,10209 ,10800 ,335 ,95 ,4.00 ,1.00 ,3.00 ,0.42 ,0.25 ,0.22 ,0.23 ,0.31 ,NoData,6.50 ,8.12 ,4.74 ,6.12 ,6.84 ,6.68 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.74 ,-0.33 ,-0.55 ,-0.72 ,-0.10 ,-0.13 ,-0.12 ,-0.40 ,NoData,NoData,9640.81 ,NoData,NoData,NoData
South Asia,Sri Lanka,144,LKA,LK,2012,21169 ,10275 ,10894 ,338 ,94 ,4.00 ,1.00 ,3.00 ,0.42 ,0.25 ,0.22 ,0.23 ,0.31 ,NoData,6.51 ,8.38 ,4.69 ,6.03 ,6.81 ,6.67 ,0.55 ,0.56 ,0.51 ,0.50 ,0.60 ,0.54 ,0.52 ,0.52 ,0.62 ,0.75 ,-0.32 ,-0.58 ,-0.72 ,-0.20 ,-0.13 ,-0.11 ,-0.24 ,NoData,NoData,10671.70 ,0.44 ,0.08 ,NoData
South Asia,Sri Lanka,144,LKA,LK,2013,21359 ,10364 ,10995 ,341 ,94 ,4.00 ,1.00 ,3.00 ,0.46 ,0.27 ,0.25 ,0.24 ,0.32 ,NoData,6.82 ,8.43 ,4.54 ,7.63 ,6.68 ,6.83 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.76 ,-0.34 ,-0.59 ,-0.61 ,-0.16 ,-0.17 ,-0.27 ,-0.22 ,43.00 ,PF,10995.43 ,NoData,NoData,817822.00 
South Asia,Sri Lanka,144,LKA,LK,2014,21547 ,10453 ,11095 ,344 ,94 ,4.00 ,1.00 ,3.00 ,0.46 ,0.27 ,0.25 ,0.24 ,0.32 ,38.00 ,6.58 ,8.27 ,4.63 ,7.71 ,5.42 ,6.86 ,0.52 ,0.53 ,0.53 ,0.48 ,0.56 ,0.72 ,0.44 ,0.41 ,0.49 ,0.76 ,-0.25 ,-0.67 ,-0.33 ,0.07 ,-0.11 ,-0.15 ,-0.35 ,42.00 ,PF,11201.92 ,0.54 ,0.65 ,887061.00 
South Asia,Sri Lanka,144,LKA,LK,2015,21730 ,10538 ,11192 ,347 ,94 ,7.00 ,1.00 ,6.00 ,0.61 ,0.42 ,0.36 ,0.45 ,0.41 ,37.00 ,6.76 ,8.13 ,5.14 ,7.99 ,5.62 ,6.89 ,0.51 ,0.47 ,0.46 ,0.53 ,0.49 ,0.69 ,0.49 ,0.47 ,0.45 ,0.76 ,-0.08 ,-0.30 ,0.09 ,0.01 ,-0.05 ,0.05 ,-0.35 ,41.00 ,PF,11579.79 ,NoData,NoData,877012.00 
South Asia,Sri Lanka,144,LKA,LK,2016,21911 ,10622 ,11288 ,349 ,94 ,7.00 ,1.00 ,6.00 ,0.62 ,0.45 ,0.38 ,0.48 ,0.44 ,36.00 ,6.78 ,8.25 ,5.10 ,7.87 ,5.67 ,6.99 ,0.51 ,0.53 ,0.45 ,0.48 ,0.52 ,0.68 ,0.50 ,0.42 ,0.49 ,0.77 ,-0.05 ,-0.08 ,0.00 ,0.01 ,-0.10 ,0.13 ,-0.30 ,55.00 ,PF,12097.54 ,0.54 ,0.66 ,880978.00 
South Asia,Sri Lanka,144,LKA,LK,2017,22088 ,10705 ,11383 ,352 ,94 ,7.00 ,1.00 ,6.00 ,0.62 ,0.45 ,0.37 ,0.50 ,0.43 ,38.00 ,6.72 ,8.26 ,5.08 ,7.68 ,5.73 ,6.81 ,0.52 ,0.56 ,0.48 ,0.49 ,0.53 ,0.72 ,0.48 ,0.45 ,0.48 ,0.77 ,-0.13 ,-0.06 ,-0.07 ,-0.14 ,-0.15 ,0.05 ,-0.46 ,56.00 ,PF,12272.50 ,NoData,NoData,1178709.00 
South Asia,Sri Lanka,144,LKA,LK,2018,22253 ,10782 ,11471 ,355 ,94 ,7.00 ,1.00 ,6.00 ,0.63 ,0.48 ,0.37 ,0.44 ,0.44 ,38.00 ,6.83 ,8.53 ,5.08 ,8.01 ,5.47 ,7.06 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.78 ,-0.15 ,-0.02 ,-0.15 ,-0.23 ,-0.20 ,0.02 ,-0.33 ,55.00 ,PF,12477.92 ,0.58 ,0.63 ,NoData
South Asia,Sri Lanka,144,LKA,LK,2019,22411 ,10855 ,11555 ,357 ,94 ,NoData,NoData,NoData,0.59 ,0.44 ,0.35 ,0.39 ,0.42 ,38.00 ,6.72 ,8.16 ,5.07 ,7.99 ,5.47 ,6.89 ,0.52 ,0.55 ,0.46 ,0.50 ,0.54 ,0.70 ,0.49 ,0.47 ,0.45 ,0.78 ,-0.13 ,-0.09 ,-0.22 ,-0.10 ,-0.22 ,0.06 ,-0.28 ,56.00 ,PF,12713.70 ,NoData,NoData,1434150.00 
South Asia,Sri Lanka,144,LKA,LK,2020,22562 ,10926 ,11636 ,360 ,94 ,NoData,NoData,NoData,0.61 ,0.38 ,0.34 ,0.34 ,0.43 ,38.00 ,6.72 ,8.42 ,4.99 ,7.91 ,5.44 ,6.85 ,0.52 ,0.55 ,0.47 ,0.51 ,0.54 ,0.71 ,0.47 ,0.45 ,0.44 ,0.78 ,-0.11 ,-0.05 ,-0.08 ,-0.05 ,-0.21 ,0.01 ,-0.31 ,56.00 ,PF,NoData,0.67 ,0.71 ,1528321.00 
South Asia,Sri Lanka,144,LKA,LK,2021,22700 ,10990 ,11710 ,362 ,94 ,NoData,NoData,NoData,0.57 ,0.38 ,0.33 ,0.35 ,0.39 ,37.00 ,NoData,NoData,NoData,NoData,NoData,NoData,0.50 ,0.54 ,0.49 ,0.52 ,0.53 ,0.56 ,0.50 ,0.45 ,0.43 ,0.78 ,-0.18 ,-0.07 ,-0.32 ,-0.08 ,-0.37 ,0.04 ,-0.33 ,56.00 ,PF,NoData,NoData,NoData,1493472.00 
South Asia,Sri Lanka,144,LKA,LK,2022,22835 ,11052 ,11783 ,364 ,94 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.50 ,0.50 ,0.47 ,0.51 ,0.50 ,0.69 ,0.48 ,0.43 ,0.42 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,55.00 ,PF,NoData,0.63 ,0.35 ,NoData
South Asia,Sri Lanka,144,LKA,LK,2023,22972 ,11116 ,11856 ,366 ,94 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1950,48 ,25 ,23 ,8 ,106 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1951,51 ,26 ,25 ,9 ,106 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1952,54 ,28 ,26 ,9 ,107 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1953,58 ,30 ,28 ,10 ,108 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1954,61 ,32 ,29 ,11 ,109 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1955,65 ,34 ,31 ,11 ,110 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1956,70 ,37 ,33 ,12 ,111 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1957,74 ,39 ,35 ,13 ,111 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1958,79 ,42 ,37 ,14 ,112 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1959,84 ,44 ,39 ,15 ,113 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1960,88 ,47 ,41 ,15 ,114 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1961,93 ,49 ,43 ,16 ,115 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1962,97 ,52 ,45 ,17 ,116 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1963,101 ,55 ,47 ,18 ,117 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1964,106 ,57 ,49 ,18 ,118 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1965,111 ,60 ,51 ,19 ,119 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1966,116 ,63 ,53 ,20 ,120 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1967,121 ,66 ,55 ,21 ,121 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1968,126 ,69 ,57 ,22 ,122 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1969,131 ,72 ,59 ,23 ,123 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1970,135 ,75 ,60 ,23 ,124 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,100058.05 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1971,138 ,77 ,61 ,24 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,105451.40 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1972,142 ,79 ,63 ,25 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,110655.56 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1973,147 ,82 ,65 ,26 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,114971.22 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1974,153 ,85 ,68 ,26 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,125270.74 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1975,158 ,88 ,70 ,27 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,119523.67 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1976,164 ,91 ,73 ,28 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,135476.77 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1977,169 ,94 ,75 ,29 ,126 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,141267.18 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1978,175 ,97 ,78 ,30 ,126 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,140586.31 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1979,180 ,100 ,80 ,31 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,166794.53 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1980,186 ,103 ,83 ,32 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,177042.29 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1981,192 ,107 ,85 ,33 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,160604.01 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1982,198 ,110 ,88 ,34 ,125 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,119901.24 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1983,205 ,113 ,91 ,36 ,124 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,109846.93 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1984,212 ,117 ,95 ,37 ,124 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,107229.66 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1985,219 ,121 ,98 ,38 ,123 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,95423.76 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1986,226 ,125 ,102 ,39 ,122 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,58499.72 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1987,234 ,128 ,105 ,41 ,122 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,62881.15 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1988,241 ,132 ,109 ,42 ,121 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,52671.71 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1989,248 ,136 ,112 ,43 ,121 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,56980.13 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1990,255 ,140 ,116 ,44 ,121 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.77 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,59148.59 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1991,263 ,143 ,119 ,46 ,120 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.78 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,56152.15 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1992,270 ,147 ,123 ,47 ,120 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.78 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,56732.71 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1993,277 ,151 ,126 ,48 ,119 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.79 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,52032.75 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1994,284 ,154 ,130 ,49 ,119 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.79 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,47779.22 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1995,291 ,158 ,133 ,51 ,119 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.80 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,43420.92 ,NoData,NoData,NoData
Southeast Asia,Brunei Darussalam,96,BRN,BN,1996,298 ,162 ,137 ,52 ,118 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.80 ,0.78 ,-0.65 ,1.24 ,0.93 ,1.35 ,0.82 ,0.48 ,NoData,NoData,56872.99 ,NoData,NoData,NoData
